date,price_65_m1,raw_price_65_m1,contract_month_65_m1,price_62_m1,raw_price_62_m1,contract_month_62_m1
2022-06-22,101.834488132549,124.33,2022-07,75.32615504581571,108.95,2022-07
2022-06-23,107.39594694715535,131.12,2022-07,81.47946188296817,117.85,2022-07
2022-06-24,105.48752293566302,128.79,2022-07,79.05962211554866,114.35,2022-07
2022-06-27,110.03333978707177,134.34,2022-07,82.75852004574705,119.7,2022-07
2022-06-28,113.75189987813403,138.88,2022-07,85.38577465037393,123.5,2022-07
2022-06-29,112.98197774474228,137.94,2022-07,85.86974260385784,124.2,2022-07
2022-06-30,110.57392341264469,135.0,2022-07,81.65230758064098,118.1,2022-07
2022-07-01,106.85687645574185,129.94,2022-08,79.12233370399125,114.15,2022-08
2022-07-04,101.67603667067819,123.64,2022-08,75.72593041752995,109.25,2022-08
2022-07-05,104.05264412763597,126.53,2022-08,77.52810358993798,111.85,2022-08
2022-07-06,102.61352196511828,124.78,2022-08,76.97358876765858,111.05,2022-08
2022-07-07,104.37336278099706,126.92,2022-08,79.33027676234602,114.45,2022-08
2022-07-08,103.78949036077559,126.21,2022-08,78.60247605810432,113.4,2022-08
2022-07-11,101.39643579338903,123.3,2022-08,76.86961723848121,110.9,2022-08
2022-07-12,96.91459820154823,117.85,2022-08,72.88404195334805,105.15,2022-08
2022-07-13,99.38166476586427,120.85,2022-08,74.755529478541,107.85,2022-08
2022-07-14,91.71731130605579,111.53,2022-08,69.38366713770935,100.1,2022-08
2022-07-15,88.13184123258316,107.17,2022-08,66.64575020270485,96.15,2022-08
2022-07-18,91.24034510362137,110.95,2022-08,69.93818195998877,100.9,2022-08
2022-07-19,88.26341811601334,107.33,2022-08,67.09629349580685,96.8,2022-08
2022-07-20,90.07260026317843,109.53,2022-08,68.65586643346765,99.05,2022-08
2022-07-21,88.68281943194707,107.84,2022-08,67.68546549447872,97.65,2022-08
2022-07-22,93.13998635814471,113.26,2022-08,71.98295536714403,103.85,2022-08
2022-07-25,95.34389915560035,115.94,2022-08,73.4732139520199,106.0,2022-08
2022-07-26,101.56090689767677,123.5,2022-08,77.56276076633046,111.9,2022-08
2022-07-27,101.96386110318171,123.99,2022-08,77.80536100107769,112.25,2022-08
2022-07-28,107.5805493146079,130.82,2022-08,81.2710786403239,117.25,2022-08
2022-07-29,104.86677609386025,127.52,2022-08,80.16204899576512,115.65,2022-08
2022-08-01,104.9159016916556,128.14,2022-09,79.32630217739052,113.9,2022-09
2022-08-02,105.14515448136736,128.42,2022-09,79.46559331378627,114.1,2022-09
2022-08-03,101.41160904891888,123.86,2022-09,76.81906172226667,110.3,2022-09
2022-08-04,98.12019399662876,119.84,2022-09,73.65018836926292,105.75,2022-09
2022-08-05,100.51916068896956,122.77,2022-09,75.70473263110051,108.7,2022-09
2022-08-08,102.51693499931481,125.21,2022-09,77.55034018834445,111.35,2022-09
2022-08-09,100.78935147684412,123.1,2022-09,76.81906172226667,110.3,2022-09
2022-08-10,100.379971495216,122.6,2022-09,76.22707439258465,109.45,2022-09
2022-08-11,102.19761861364486,124.82,2022-09,78.00303638163071,112.0,2022-09
2022-08-12,100.19984430329963,122.38,2022-09,76.22707439258465,109.45,2022-09
2022-08-15,96.50723686901395,117.87,2022-09,73.51089723286715,105.55,2022-09
2022-08-16,96.26160888003707,117.57,2022-09,73.51089723286715,105.55,2022-09
2022-08-17,92.97019382774695,113.55,2022-09,70.72507450495176,101.55,2022-09
2022-08-18,93.0930078222354,113.7,2022-09,70.96883399364437,101.9,2022-09
2022-08-19,92.5444386468537,113.03,2022-09,70.3420238798634,101.0,2022-09
2022-08-22,93.28951021341689,113.94,2022-09,70.79472007314965,101.65,2022-09
2022-08-23,94.82059134470609,115.81,2022-09,72.22245422120629,103.7,2022-09
2022-08-24,95.0989697322132,116.15,2022-09,72.50103649399782,104.1,2022-09
2022-08-25,94.57496335572921,115.51,2022-09,72.08316308481051,103.5,2022-09
2022-08-26,96.84292845394901,118.28,2022-09,73.82430228975763,106.0,2022-09
