date,price_65_m1,raw_price_65_m1,contract_month_65_m1,price_62_m1,raw_price_62_m1,contract_month_62_m1
2022-05-23,125.60644953451825,156.49,2022-06,91.34620864997561,134.0,2022-06
2022-05-24,121.88216091645853,151.85,2022-06,88.0059368411332,129.1,2022-06
2022-05-25,124.54695363455298,155.17,2022-06,89.13072224615158,130.75,2022-06
2022-05-26,122.82928603915475,153.03,2022-06,88.21044327840929,129.4,2022-06
2022-05-27,125.5101317254305,156.37,2022-06,90.56226730708401,132.85,2022-06
2022-05-30,126.82647511629642,158.01,2022-06,91.89155914937845,134.8,2022-06
2022-05-31,126.53752168903318,157.65,2022-06,92.36874083635593,135.5,2022-06
2022-06-01,126.97981738268375,155.03,2022-07,92.61072481309787,133.95,2022-07
2022-06-02,132.45117892636128,161.71,2022-07,97.58868090607515,141.15,2022-07
2022-06-03,134.40055624282124,164.09,2022-07,98.48747853397381,142.45,2022-07
2022-06-06,135.33429159608357,165.23,2022-07,99.80110583628726,144.35,2022-07
2022-06-07,134.1630270740089,163.8,2022-07,99.83567497582183,144.4,2022-07
2022-06-08,134.15483641301535,163.79,2022-07,100.28507378977118,145.05,2022-07
2022-06-09,131.673066131976,160.76,2022-07,97.89980316188623,141.6,2022-07
2022-06-10,130.05950591625074,158.79,2022-07,96.79359069678017,140.0,2022-07
2022-06-13,125.86588748756377,153.67,2022-07,93.44038416192744,135.15,2022-07
2022-06-14,124.43252181369614,151.92,2022-07,91.78106546426834,132.75,2022-07
2022-06-15,121.29549865317446,148.09,2022-07,89.36122569684883,129.25,2022-07
2022-06-16,120.06689950414508,146.59,2022-07,87.28707732477497,126.25,2022-07
2022-06-17,112.80178320288464,137.72,2022-07,82.62024348760879,119.5,2022-07
2022-06-20,104.72579146326481,127.86,2022-07,76.32866009231809,110.4,2022-07
2022-06-21,108.07577180961826,131.95,2022-07,79.43988265042887,114.9,2022-07
