date,price_65_m1,price_62_m1,Ukraine Concentrate fines,lump premium,IOCJ Import margin,rebar steel margin ,indian pellet premium,(IOCJ+SSF)/2-PBF,62 Index,65 Index,IOCJ Inventory,IOCJ Weekly shipment,Y
2023-08-31,113.70820261818731,96.17664574821906,1020.0,0.124,-4.88,-133.0,6.15,-45.5,118.2,129.3,1444.93,422.1,-0.18969338599998056
2023-09-01,113.49271013059756,96.59865823504758,1020.0,0.124,1.76,-109.0,6.15,-41.5,118.2,129.3,1444.93,422.1,0.5365327688558382
2023-09-04,114.1032721787685,96.72526198109612,1027.0,0.124,1.67,-90.0,6.15,-37.0,118.5,128.0,1444.93,358.9,-0.39422900541561295
2023-09-05,113.65432949628988,97.06287197055894,1030.0,0.145,3.81,-85.0,6.15,-28.0,118.75,128.0,1438.72,358.9,0.7712322794697767
2023-09-06,114.534257153948,98.11790318763023,1030.0,0.145,-15.49,-95.0,6.15,-30.5,119.5,129.4,1438.72,358.9,-1.4450091536767156
2023-09-07,112.8911269360762,96.09224325085336,1025.0,0.145,-18.02,-103.0,6.15,-30.5,117.7,127.0,1438.72,358.9,-0.830609359659523
2023-09-08,111.95732615652064,95.58582826665914,1025.0,0.158,-6.83,-110.0,6.15,-27.5,116.8,126.1,1438.72,358.9,3.110940908212955
2023-09-11,115.49499449445226,99.46834314548148,1045.0,0.1675,-19.24,-117.0,6.55,-30.5,120.65,130.0,1438.72,294.8,0.9439872018133167
2023-09-12,116.5904146397001,100.48117311386991,1050.0,0.1675,-11.39,-108.0,6.55,-26.5,122.6,131.4,1429.97,294.8,0.3843202270753131
2023-09-13,117.03935732217872,100.81878310333276,1050.0,0.1675,-13.74,-117.0,6.8,-24.5,122.5,131.5,1429.97,294.8,0.5432093231840377
2023-09-14,117.6768559312984,102.38022930459826,1055.0,0.1675,-11.57,-118.0,6.8,-25.0,123.95,132.4,1429.97,294.8,1.3189003430982693
2023-09-15,119.23917646632404,103.68846801376668,1075.0,0.1675,10.63,-117.0,6.95,-12.5,125.6,135.0,1429.97,294.8,-0.900123319610121
2023-09-18,118.1706928820249,102.76004054274392,1067.0,0.1675,4.63,-99.0,7.05,-10.0,124.45,133.6,1429.97,427.2,-1.1693358046731983
2023-09-19,116.79692827364028,101.62060682830692,1075.0,0.1675,12.78,-92.0,7.35,-3.0,122.75,131.5,1421.43,427.2,1.2680637413046552
2023-09-20,118.28741797946934,103.05544928352388,1085.0,0.1675,10.92,-119.0,7.45,-2.0,124.65,133.1,1421.43,427.2,-3.326308898835902
2023-09-21,114.41753205650356,99.08853190733583,1085.0,0.1685,36.66,-155.0,7.55,-2.0,119.85,128.9,1421.43,427.2,2.9765252557647606
2023-09-22,117.874390711589,102.0848205638183,1100.0,0.1825,25.18,-158.0,7.65,-2.5,123.6,131.7,1421.43,427.2,-4.144744398321638
2023-09-25,113.0886617163668,97.94909819289884,1095.0,0.1825,34.63,-187.0,7.7,-6.5,118.8,126.6,1421.43,360.2,-0.8291524820801341
2023-09-26,112.15486093681125,97.0206707218761,1095.0,0.197,38.78,-189.0,7.75,-4.5,117.4,125.2,1391.25,360.2,0.805330669127511
2023-09-27,113.06172515541807,98.20230568499592,1100.0,0.208,34.08,-227.0,7.75,-5.5,118.3,126.3,1391.25,360.2,1.2626430372811974
2023-09-28,114.4983417393497,100.05916062704142,1105.0,0.208,22.84,-228.0,7.75,-8.0,119.7,127.5,1391.25,360.2,1.1849218775048416
2023-09-29,115.86312749408472,100.98758809806417,1105.0,0.208,22.84,-228.0,7.75,-8.0,119.8,128.0,1391.25,360.2,0.785659986215931
2023-10-02,116.7770030018475,101.84925693849134,1105.0,0.208,22.84,-228.0,7.75,-8.0,119.9,128.08,1391.25,437.1,-1.4045174703047527
2023-10-03,115.14831397811184,100.38441990976514,1105.0,0.208,22.84,-228.0,7.75,-8.0,119.8,127.65,1391.25,437.1,-0.9553584170717474
2023-10-04,114.05347302326729,99.47966762731662,1105.0,0.208,22.84,-228.0,7.75,-8.0,119.7,127.65,1391.25,437.1,-0.9165236502396834
2023-10-05,113.01292170254727,98.8764994390176,1105.0,0.208,22.84,-228.0,7.75,-8.0,119.5,127.39,1391.25,437.1,-0.22443100154559845
2023-10-06,112.75957007663284,99.00574976508167,1105.0,0.208,22.84,-228.0,7.75,-8.0,119.45,127.28,1391.25,437.1,-1.8219865118498961
2023-10-09,110.72370879696328,96.93774454805649,1090.0,0.208,46.71,-241.0,8.15,2.0,116.35,124.36,1391.25,257.2,-1.3078533117821878
2023-10-10,109.28503349266342,95.559074403373,1090.0,0.2245,42.87,-240.0,8.2,-1.0,114.05,122.51,1254.24,257.2,1.8863841574086073
2023-10-11,111.36613613410344,96.98082799007784,1100.0,0.2245,29.71,-247.0,8.2,2.5,116.25,125.2,1254.24,257.2,1.619892777280884
2023-10-12,113.18483887727494,99.00574976508167,1100.0,0.2245,19.18,-246.0,8.0,-8.5,118.2,127.05,1254.24,257.2,-0.24812915440096373
2023-10-13,112.90434243429824,98.35949813476132,1100.0,0.2245,12.03,-248.0,8.1,-7.5,118.45,128.1,1254.24,257.2,2.6727296637408697
2023-10-16,115.96265848997966,101.03067154008552,1110.0,0.2245,7.92,-242.0,8.1,-9.5,120.15,129.26,1254.24,320.2,0.4593056223796544
2023-10-17,116.4965065588708,101.1599218661496,1113.0,0.2245,11.87,-237.0,8.1,-9.5,120.35,129.22,1219.45,320.2,-1.5024932464507357
2023-10-18,114.75923826688609,99.82433516348748,1110.0,0.233,16.27,-248.0,8.2,-10.0,118.35,127.94,1219.45,320.2,0.7618934864096202
2023-10-19,115.63692068523252,100.64292056189328,1115.0,0.233,15.75,-234.0,8.3,-14.5,119.35,128.08,1219.45,320.2,-3.665749084401499
2023-10-20,111.47471540235249,97.06699487412055,1095.0,0.235,18.27,-235.0,8.3,-6.0,115.25,125.0,1219.45,320.2,-0.04059265328726535
2023-10-23,111.42947404058204,97.3254955262487,1090.0,0.236,14.24,-214.0,8.25,-9.0,115.55,125.04,1219.45,331.1,2.494014837293271
2023-10-24,114.24348674270313,99.99666893157293,1105.0,0.236,8.94,-201.0,8.25,-17.0,118.55,128.07,1228.56,331.1,0.8752963662188579
2023-10-25,115.2478449740068,101.11683842412825,1110.0,0.236,12.0,-212.0,8.3,-15.5,120.0,129.07,1228.56,331.1,-0.16501005590662995
2023-10-26,115.05783125457096,100.2120861416797,1110.0,0.236,15.61,-204.0,8.2,-15.5,119.0,128.85,1228.56,331.1,2.0317516706537324
2023-10-27,117.4194303389877,103.18484364115344,1115.0,0.236,-1.47,-187.0,8.2,-21.0,121.8,131.25,1228.56,331.1,1.5370212736534616
2023-10-30,119.23813308215918,104.95126476402912,1120.0,0.236,-13.51,-183.0,8.2,-24.5,122.9,133.53,1228.56,333.2,-0.387759467035757
2023-10-31,118.77667119210076,104.82201443796508,1120.0,0.236,-7.84,-155.0,8.2,-26.0,123.15,132.73,1201.53,333.2,1.5240845488979344
2023-11-01,120.60079335817748,106.84373882544782,1130.0,0.236,-12.54,-157.0,8.35,-31.0,125.35,134.96,1201.53,333.2,0.8765742586395181
2023-11-02,121.66259581305796,107.5908978382132,1130.0,0.2395,-17.19,-150.0,8.35,-26.5,126.6,135.97,1201.53,333.2,0.14162724591625847
2023-11-03,121.83502527154285,107.9864526096772,1130.0,0.2395,-22.0,-123.0,8.35,-26.0,126.8,136.07,1201.53,333.2,0.5571045049455209
2023-11-06,122.5156678708252,108.77756215260526,1130.0,0.2395,-23.74,-90.0,8.5,-26.0,127.1,136.44,1201.53,300.3,-0.5273137845345572
2023-11-07,121.87132621017122,107.50299677788786,1130.0,0.2395,-18.44,-92.0,8.75,-24.5,126.1,135.69,1105.56,300.3,1.32413074945225
2023-11-08,123.4957932137918,109.34891904471996,1130.0,0.24,-26.39,-92.0,8.75,-26.0,127.7,137.9,1105.56,300.3,0.899819524605408
2023-11-09,124.61204707661489,110.00817699715998,1130.0,0.241,-24.33,-80.0,9.15,-23.0,128.15,138.1,1105.56,300.3,1.4388737452099452
2023-11-10,126.4180187733774,111.28274237187736,1140.0,0.241,-23.71,-80.0,9.2,-25.5,129.8,140.02,1105.56,300.3,1.2555450994272985
2023-11-13,128.01526007302667,112.60125827675743,1142.0,0.241,-22.35,-80.0,9.6,-25.5,129.8,140.02,1105.56,256.5,-0.38355043824067203
2023-11-14,127.52519740154338,112.9089119878961,1142.0,0.241,-24.75,-82.0,9.6,-26.0,130.2,140.39,1122.02,256.5,1.3149712278100962
2023-11-15,129.21319104776364,114.00767524196284,1145.0,0.2355,-10.31,-67.0,9.6,-22.5,132.0,142.16,1122.02,256.5,0.5253768520398135
2023-11-16,129.893833647046,114.8866858452162,1142.0,0.201,-27.72,-40.0,9.6,-18.0,132.4,144.7,1122.02,256.5,-1.5631919489111907
2023-11-17,127.8791315531702,112.82101092757075,1142.0,0.201,-4.52,-27.0,9.6,-9.0,129.75,142.32,1122.02,256.5,1.9258396718285238
2023-11-20,130.3657458492151,114.8866858452162,1150.0,0.201,-16.87,-58.0,9.6,-15.5,131.9,145.48,1122.02,258.7,1.9918643306519264
2023-11-21,132.98848866511648,117.39186606448834,1160.0,0.201,-16.42,-46.0,9.65,-16.0,133.95,146.96,1079.84,258.7,0.9913845032297154
2023-11-22,134.3134729250528,118.31482719790438,1165.0,0.201,-18.99,-59.0,9.6,-20.0,136.0,148.29,1079.84,258.7,-1.2852511080121725
2023-11-23,132.59825357486127,116.95236076286166,1160.0,0.1995,-22.38,-95.0,9.25,-21.0,134.8,147.22,1079.84,258.7,0.38254025746706427
2023-11-24,133.10646671565874,117.65556924546432,1163.0,0.1995,-25.83,-97.0,9.0,-15.0,135.6,147.67,1079.84,258.7,-0.9315773926059321
2023-11-27,131.8722348022934,116.6007565215603,1163.0,0.1995,-18.4,-93.0,8.85,-14.0,133.45,146.48,1079.84,320.4,-2.7913332737949386
2023-11-28,128.24214093945417,113.2165656990348,1155.0,0.1875,-11.03,-71.0,8.8,-9.0,129.45,142.43,1130.51,320.4,0.859644527228466
2023-11-29,129.3493195676201,114.0516257721255,1155.0,0.175,-14.12,-88.0,8.75,-12.5,130.45,143.07,1130.51,320.4,0.6643148797142083
2023-11-30,130.21146686004442,115.01853743570422,1165.0,0.175,-12.42,-93.0,8.8,-15.0,132.05,144.56,1130.51,320.4,0.9393006962606464
2023-12-01,131.44030628864323,116.25958523847868,1165.0,0.175,-25.52,-92.0,8.4,-14.0,133.25,146.01,1130.51,320.4,-1.6056191355670917
2023-12-04,129.3467280028823,114.17639785525012,1160.0,0.175,-17.34,-108.0,8.55,-14.5,131.05,143.71,1130.51,435.7,0.09144304790816515
2023-12-05,129.4650606885992,114.17639785525012,1160.0,0.175,-20.43,-105.0,8.4,-16.5,131.4,143.54,1238.04,435.7,1.7977072758374686
2023-12-06,131.81350937436585,116.8801091398659,1165.0,0.175,-31.79,-101.0,8.3,-17.0,133.65,145.84,1238.04,435.7,1.3716695410857738
2023-12-07,133.63401223154926,118.5643883007741,1170.0,0.178,-34.94,-95.0,8.05,-16.5,136.05,148.01,1238.04,435.7,0.841082079623136
2023-12-08,134.762724003003,119.84975923936192,1180.0,0.178,-36.53,-88.0,7.7,-18.5,137.4,149.21,1238.04,435.7,-0.6777389547596273
2023-12-11,133.85247257441128,119.58382042448169,1175.0,0.178,-37.53,-86.0,7.45,-14.0,136.85,148.87,1238.04,320.6,0.6980003265238091
2023-12-12,134.79003154586076,120.16002119005556,1180.0,0.178,-35.23,-100.0,7.4,-16.0,138.05,149.0,1215.92,320.6,-1.9365121719107214
2023-12-13,132.20491748866027,118.25412635008048,1170.0,0.1665,-32.02,-131.0,7.4,-18.0,135.9,146.76,1215.92,320.6,0.18572662260517994
2023-12-14,132.45068537438,119.18491220216131,1170.0,0.1665,-30.45,-141.0,7.4,-18.5,135.25,147.04,1215.92,320.6,-0.13066054191857357
2023-12-15,132.2777376029476,118.8746502514677,1165.0,0.167,-28.84,-148.0,7.2,-17.0,135.6,147.11,1215.92,320.6,-0.8916596142042577
2023-12-18,131.1035132600643,117.41198676962637,1160.0,0.167,-25.06,-146.0,7.35,-19.5,133.95,145.28,1215.92,408.9,-0.013886960166731294
2023-12-19,131.08530823149246,117.367663633813,1160.0,0.167,-24.45,-155.0,7.3,-14.0,133.8,144.98,1281.12,408.9,0.974336561261941
2023-12-20,132.36876274580678,118.78600397984096,1165.0,0.173,-24.06,-169.0,7.3,-15.0,134.95,145.89,1281.12,408.9,2.2775381947241446
2023-12-21,135.41810503158902,121.75565407933698,1170.0,0.179,-27.39,-188.0,7.35,-16.5,138.0,148.62,1281.12,408.9,0.7700329320959566
2023-12-22,136.46489417446946,122.55347052397772,1180.0,0.179,-30.89,-202.0,7.25,-18.0,140.0,150.86,1281.12,408.9,0.9559286813456392
2023-12-26,137.77565623164156,124.32639595651264,1180.0,0.179,-37.98,-212.0,7.2,-14.5,141.45,151.84,1272.38,365.8,0.6388114845041548
2023-12-27,138.65860011737553,125.12421240115336,1180.0,0.1795,-31.78,-212.0,7.2,-12.5,141.4,152.51,1272.38,365.8,-1.8485304576840413
2023-12-28,136.11899863160463,122.95237874629808,1175.0,0.1795,-16.19,-205.0,7.05,-8.0,138.9,150.11,1272.38,365.8,1.0510307621484674
2023-12-29,137.55719588877955,124.0604571416324,1175.0,0.1795,-11.82,-202.0,7.05,-14.5,140.5,151.56,1272.38,365.8,2.0669508890778685
2024-01-02,140.4300232588545,126.8342574816184,1190.0,0.197,-10.15,-209.0,7.15,-11.5,143.2,153.5,1196.82,430.0,0.45501898579446265
2024-01-03,141.07046248148268,127.55007692419544,1195.0,0.197,-7.89,-223.0,7.0,-11.5,143.95,154.41,1196.82,430.0,-0.8990288566095547
2024-01-04,139.80788229972998,126.11843803904137,1195.0,0.19,-3.88,-227.0,7.0,-13.0,143.2,153.7,1196.82,430.0,-1.7094433359300067
2024-01-05,137.43825717600575,124.0604571416324,1190.0,0.19,1.22,-231.0,7.0,-11.0,140.3,150.74,1196.82,430.0,-0.38684767779200946
2024-01-08,136.90760753439957,123.34463769905534,1185.0,0.19,4.1,-233.0,6.95,-7.5,139.4,149.71,1196.82,177.0,-0.20068238723899437
2024-01-09,136.63313358184462,122.94198926260576,1185.0,0.19,7.89,-240.0,6.95,-10.0,139.1,149.38,1099.37,177.0,-3.149384585765431
2024-01-10,132.39708558074685,118.37864031617718,1180.0,0.19,11.58,-232.0,6.95,-6.5,134.35,145.8,1099.37,177.0,1.5292600442230067
2024-01-11,134.43734196140517,120.21292763778082,1190.0,0.184,9.88,-206.0,6.65,-11.0,135.75,146.99,1099.37,177.0,-3.1454568399228275
2024-01-12,130.27448701432203,115.96274969747968,1180.0,0.184,17.69,-196.0,6.65,-6.0,131.2,143.4,1099.37,177.0,-1.4858063062222138
2024-01-15,128.35316934643754,114.08372366071497,1170.0,0.184,24.41,-196.0,6.6,-5.5,128.95,140.87,1099.37,364.4,1.4787830945046063
2024-01-16,130.2653378825702,115.73905612167437,1175.0,0.1675,26.16,-175.0,6.6,-3.5,129.45,142.12,1022.15,364.4,-2.611411690052833
2024-01-17,126.90760652964823,112.56260734523876,1158.0,0.1675,26.01,-182.0,6.6,-1.5,127.65,138.74,1022.15,364.4,2.618434901770433
2024-01-18,130.27448701432203,115.4258851155469,1168.0,0.1675,16.08,-169.0,6.6,-2.5,131.05,142.5,1022.15,364.4,0.31553509333444496
2024-01-19,130.68619794315444,116.00748841264075,1173.0,0.1675,13.08,-175.0,6.6,-4.0,130.55,143.13,1022.15,364.4,-0.9354736761967799
2024-01-22,129.4693634201609,115.2916689700637,1164.0,0.155,9.95,-186.0,6.6,-7.0,129.45,142.1,1022.15,276.6,2.2983093987336214
2024-01-23,132.47942776651334,118.33390160101612,1175.0,0.1515,1.0,-183.0,6.6,-8.0,132.35,144.38,1030.64,276.6,2.2399188313626137
2024-01-24,135.48034298111392,120.92874708035788,1183.0,0.1515,-10.58,-178.0,6.6,-6.0,136.15,148.08,1030.64,276.6,0.03375983287184367
2024-01-25,135.52608863987305,121.19717937132424,1188.0,0.149,2.89,-189.0,6.35,-1.5,136.6,148.7,1030.64,276.6,-0.20949492372200457
2024-01-26,135.2424655555663,121.33139551680743,1185.0,0.149,-0.56,-180.0,6.35,-8.0,136.15,147.96,1030.64,276.6,1.1167287260542336
2024-01-29,136.76122142637024,122.44986339583406,1190.0,0.149,-15.53,-192.0,6.05,-11.5,137.45,149.9,1030.64,313.3,-1.7206321729428093
2024-01-30,134.42819282965334,120.03397277713655,1180.0,0.149,-6.86,-186.0,5.75,-10.0,134.8,147.22,1022.33,313.3,0.06123490580867407
2024-01-31,134.51053501541983,117.03647886134524,1163.0,0.125,-0.27,-162.0,5.75,-9.5,131.8,144.28,1022.33,313.3,-0.9677827002108782
2024-02-01,133.2150442068697,118.4813736621026,1165.0,0.124,-12.71,-154.0,5.75,-12.5,132.8,145.7,1022.33,313.3,-3.3737463452923895
2024-02-02,128.79567485287944,113.42424185945188,1153.0,0.124,8.48,-155.0,5.75,-8.5,128.0,139.25,1022.33,313.3,-0.393124411807536
2024-02-05,128.29034155876414,113.5145477844992,1130.0,0.124,0.99,-141.0,5.45,-11.0,127.2,140.95,1022.33,281.5,-0.7331832728841736
2024-02-06,127.35317799513211,112.88240630916788,1125.0,0.124,8.46,-141.0,5.45,-7.5,125.5,138.68,1022.28,281.5,-0.04329629162740191
2024-02-07,127.2980507266832,112.88240630916788,1125.0,0.124,16.37,-141.0,5.45,-7.5,126.0,139.2,1022.28,281.5,2.4666206347934
2024-02-08,130.4770565405722,115.41097221049324,1135.0,0.124,14.06,-141.0,5.45,-10.0,129.8,142.16,1022.28,281.5,-1.3326914474795362
2024-02-09,128.74973546250533,114.68852481011456,1135.0,0.124,23.72,-141.0,5.45,-10.0,129.0,139.54,1022.28,281.5,1.0294365163917165
2024-02-12,130.0819777833548,115.68188998563524,1135.0,0.124,23.72,-141.0,5.45,-10.0,129.0,139.54,1022.28,239.3,0.31733745469932784
2024-02-13,130.49543229672184,115.63673702311158,1135.0,0.124,23.72,-141.0,5.45,-10.0,129.2,139.77,1022.28,239.3,0.4075328855639161
2024-02-14,131.02832922506164,116.3140314609666,1135.0,0.124,23.72,-141.0,5.45,-10.0,129.5,142.17,1022.28,239.3,0.2451239102496883
2024-02-15,131.34990495768045,116.90101997377424,1135.0,0.124,23.72,-141.0,5.45,-10.0,129.5,143.29,1022.28,239.3,1.2650478013822855
2024-02-16,133.0220987672984,118.39106773705528,1135.0,0.124,23.72,-141.0,5.45,-10.0,130.0,144.98,1022.28,239.3,-2.9083020982839063
2024-02-19,129.20912936624651,114.9142896227329,1125.0,0.124,7.86,-162.0,5.45,-8.0,128.8,141.37,1022.28,280.6,-5.008517854576474
2024-02-20,122.8970571288426,109.1347104197035,1105.0,0.124,19.26,-111.0,4.95,-5.5,121.95,134.65,1111.69,280.6,-1.3472525307653347
2024-02-21,121.25242695344916,107.46405080632782,1085.0,0.124,15.02,-71.0,4.65,-7.0,120.0,133.05,1111.69,280.6,0.3857066608211195
2024-02-22,121.72100873526514,108.41226301932484,1085.0,0.124,14.1,-63.0,4.65,-5.5,120.6,133.26,1111.69,280.6,0.2713705871596326
2024-02-23,122.0517723459588,108.3219570942775,1091.0,0.124,11.91,-70.0,4.6,-7.0,121.1,133.59,1111.69,280.6,-3.5865913188496696
2024-02-26,117.75184540694129,104.03242565452912,1061.0,0.124,17.15,-51.0,4.6,-3.5,116.0,128.5,1111.69,245.6,1.4639508574611726
2024-02-27,119.488354363083,106.01915600557048,1064.0,0.124,11.93,-24.0,4.45,-9.5,118.2,130.56,1222.39,245.6,-0.9114847594360922
2024-02-28,118.40418475025378,104.93548490500244,1054.0,0.124,15.66,-27.0,4.5,-11.0,116.9,129.28,1222.39,245.6,0.3021735534449321
2024-02-29,118.76251199517188,105.38701453023911,1052.0,0.124,14.34,-28.0,4.5,-8.5,117.1,129.6,1222.39,245.6,-1.5736027530496868
2024-03-01,116.90828914982238,103.82776366251584,1034.0,0.124,4.43,-23.0,4.5,-8.0,115.4,127.73,1222.39,245.6,2.1004090535147077
2024-03-04,119.38981126623538,106.029059005184,1046.0,0.124,4.67,-10.0,4.4,-16.5,117.75,129.64,1222.39,289.5,-1.0095604888162464
2024-03-05,118.19056265979044,105.15771293204452,1037.0,0.143,-1.48,-37.0,4.15,-13.0,117.25,128.75,1148.39,289.5,0.4982881689649886
2024-03-06,118.78096197373256,105.61631612843374,1038.0,0.143,-6.34,-47.0,4.15,-13.5,117.7,129.75,1148.39,289.5,0.9430386035595518
2024-03-07,119.90641066593476,107.26728763543488,1038.0,0.143,-9.32,5.0,4.15,-17.5,119.0,130.98,1148.39,289.5,-1.1373870147153073
2024-03-08,118.55033724172392,105.3411542106002,1023.0,0.143,-6.67,58.0,4.15,-12.5,116.65,129.23,1148.39,289.5,-6.4108037718797455
2024-03-11,111.18879579600798,98.46210626476214,993.0,0.143,9.56,50.0,4.15,-13.5,108.4,121.25,1148.39,288.2,1.6620425373869472
2024-03-12,113.05224363063785,100.11307777176329,989.0,0.1395,-11.37,83.0,4.1,-20.5,110.3,122.63,1191.09,288.2,-3.208831455150074
2024-03-13,109.482172779144,96.62769347920532,956.0,0.1395,-3.88,91.0,4.15,-19.0,107.15,119.55,1191.09,288.2,-2.0171755071673547
2024-03-14,107.29585031970204,94.05951557942578,930.0,0.144,2.58,68.0,4.0,-20.0,104.35,116.49,1191.09,288.2,-3.188460688437934
2024-03-15,103.92872923237584,91.35375672072948,905.0,0.1415,2.5,66.0,4.0,-27.0,100.2,112.7,1191.09,288.2,3.188460688437926
2024-03-18,107.29585031970204,95.38946484895447,895.0,0.1415,-19.38,85.0,3.75,-39.0,105.25,117.6,1191.09,253.9,2.2528261800952096
2024-03-19,109.74047247899368,98.32452530584538,910.0,0.127,-15.22,95.0,3.55,-41.0,107.9,120.59,1112.8,253.9,-0.8356947298148598
2024-03-20,108.82719854023944,96.53597283992748,905.0,0.127,-15.23,106.0,3.55,-40.0,106.5,119.56,1112.8,253.9,3.5883142168882913
2024-03-21,112.8031689200685,100.11307777176329,927.0,0.127,-18.8,146.0,3.55,-36.0,110.65,123.45,1112.8,253.9,-1.4995749407058692
2024-03-22,111.12422087104557,99.10415073970702,922.0,0.116,-9.6,138.0,3.55,-36.0,109.1,122.13,1112.8,253.9,0.3894118181609033
2024-03-25,111.5577953672218,99.42517297717949,920.0,0.116,-0.7,121.0,3.55,-28.5,108.8,121.42,1112.8,154.0,-3.654835885198393
2024-03-26,107.55415001955174,95.4353251685934,905.0,0.1,9.41,85.0,3.55,-27.0,104.2,117.24,1162.95,154.0,-2.6772568177951914
2024-03-27,104.71285332120524,92.775426629536,870.0,0.0575,18.15,91.0,3.55,-27.0,101.3,113.76,1162.95,154.0,0.6235474469468483
2024-03-28,105.36782756010976,93.32575046520306,850.0,0.0575,18.39,108.0,3.55,-20.5,102.8,114.34,1162.95,154.0,-0.4235798779380681
2024-04-01,104.92245456584372,94.17483739228167,853.0,0.0575,12.09,143.0,3.55,-27.5,102.5,114.25,1162.95,358.3,0.3531077115261154
2024-04-02,105.2935987277321,93.89689886579193,843.0,0.0575,12.34,126.0,3.75,-26.5,102.25,114.84,1102.19,358.3,-1.7332996934204963
2024-04-03,103.48427093852628,91.30280595188744,837.0,0.055,23.36,119.0,3.75,-26.0,99.25,111.16,1102.19,358.3,-1.6726577752386858
2024-04-04,101.76772918979252,90.79325198665622,837.0,0.055,23.36,119.0,3.75,-26.0,98.3,110.82,1102.19,358.3,0.5727548727231403
2024-04-05,102.35228124476671,89.72782096844546,837.0,0.055,23.36,119.0,3.75,-26.0,98.5,110.72,1102.19,358.3,5.571194672166823
2024-04-08,108.21635900260304,96.44466869194808,875.0,0.0605,18.47,122.0,3.75,-31.5,104.45,116.44,1102.19,304.2,2.414246264495048
2024-04-09,110.86076115605772,99.91890027307014,898.0,0.0605,13.55,153.0,3.75,-30.0,107.55,119.72,1025.34,304.2,-0.6718197925287703
2024-04-10,110.118472832281,98.76082307936278,895.0,0.0605,9.2,157.0,3.75,-34.5,107.55,119.72,1025.34,304.2,1.280941789354136
2024-04-11,111.538099251504,100.38213115055306,910.0,0.063,8.26,170.0,3.75,-29.0,108.65,121.2,1025.34,304.2,2.627193214892926
2024-04-12,114.507252546611,102.97622406445754,935.0,0.063,6.19,194.0,3.75,-32.5,112.0,124.79,1025.34,304.2,1.1440666197867744
2024-04-15,115.82481432131476,104.0879781704166,940.0,0.0635,3.66,174.0,3.75,-23.5,113.05,125.29,1025.34,172.7,-2.2603951814490877
2024-04-16,113.23608379214332,101.8181468707502,940.0,0.0635,14.24,176.0,3.75,-19.5,110.4,122.43,1081.77,172.7,4.799385525319358
2024-04-17,118.80324622046896,107.33059431279716,980.0,0.0685,7.91,198.0,3.75,-18.0,116.6,129.0,1081.77,172.7,1.1106478968893547
2024-04-18,120.1300865992199,107.97911754127328,993.0,0.0685,9.88,187.0,3.75,-10.5,117.8,130.07,1081.77,172.7,-0.29393585519377247
2024-04-19,119.77749964542596,107.7938251902801,996.0,0.0685,7.27,204.0,3.75,-13.5,117.5,129.94,1081.77,172.7,-0.31034240130446455
2024-04-22,119.40635548353757,107.65485592703524,993.0,0.08,7.48,183.0,3.95,-7.5,116.85,129.5,1081.77,204.9,-2.7094671540599324
2024-04-23,116.21451569129754,104.0879781704166,977.0,0.08,19.09,148.0,4.15,-8.5,113.65,126.53,1003.92,204.9,4.006482170971337
2024-04-24,120.96516096346876,109.13719473498064,1015.0,0.08,3.92,159.0,4.15,-11.0,118.85,131.49,1003.92,204.9,-0.03835973808978437
2024-04-25,120.9187679432327,109.60042561246358,1008.0,0.0795,-1.61,154.0,4.15,-12.0,118.9,131.3,1003.92,204.9,0.3370617562220224
2024-04-26,121.3270265213099,109.18351782272892,1012.0,0.0865,2.64,159.0,4.15,-10.5,118.15,131.36,1003.92,204.9,-0.6367737961364779
2024-04-29,120.55690238539154,108.81293312074258,995.0,0.0895,2.29,142.0,4.15,-5.5,117.1,130.56,1003.92,245.1,-0.20030823338522707
2024-04-30,120.31565868016408,107.932794453525,993.0,0.092,-4.59,138.0,4.15,-6.0,116.75,131.5,978.62,245.1,-0.44201537593989176
2024-05-01,119.78501858849202,107.41905116534292,993.0,0.092,-4.59,138.0,4.15,-6.0,116.75,131.5,978.62,245.1,2.152770151161431
2024-05-02,122.39167167038974,109.5207282533605,993.0,0.092,-4.59,138.0,4.15,-6.0,117.15,132.02,978.62,245.1,-0.23607367320655498
2024-05-03,122.10307793632248,109.33391251220338,993.0,0.092,-4.59,138.0,4.15,-6.0,117.05,131.85,978.62,245.1,1.9778707713814834
2024-05-06,124.54216046295537,111.8092210825352,1028.0,0.0955,-7.62,129.0,4.15,-9.0,120.2,134.6,978.62,205.4,-0.7804331972483289
2024-05-07,123.5739750325362,110.8751423767496,1015.0,0.0955,-12.57,126.0,4.15,-8.5,118.75,135.15,909.73,205.4,-2.4788669637030263
2024-05-08,120.54839556247636,107.51245903592148,995.0,0.0955,1.15,118.0,4.15,-8.5,115.35,131.43,909.73,205.4,1.0142230619387076
2024-05-09,121.77724630108528,108.53994561228563,995.0,0.092,-7.49,119.0,4.15,-7.5,116.25,132.38,909.73,205.4,0.12987510897719143
2024-05-10,121.93550738105765,108.16631412997138,1000.0,0.092,0.13,111.0,4.15,-4.0,116.6,132.43,909.73,205.4,0.5254152578344747
2024-05-13,122.57786117623957,109.19380070633557,1000.0,0.1055,-0.76,103.0,4.15,-8.0,117.25,133.4,909.73,294.4,-1.9711494515655494
2024-05-14,120.18532602606918,107.55916297121075,990.0,0.1055,2.04,90.0,4.15,-4.0,115.05,130.82,880.27,294.4,-1.0042511708973745
